"id","sensor","location","value1","value2","value3","reading_time"
"755","BME280","Home","27.10","79.31","1012.87","2023-02-21 21:42:35"
"756","BME280","Home","26.95","80.25","1012.94","2023-02-21 22:12:35"
"757","BME280","Home","26.92","80.71","1013.01","2023-02-21 22:42:35"
"758","BME280","Home","26.79","80.40","1012.99","2023-02-21 23:12:35"
"759","BME280","Home","26.41","82.47","1012.76","2023-02-21 23:42:35"
"760","BME280","Home","26.14","84.29","1012.56","2023-02-22 00:12:35"
"761","BME280","Home","26.03","84.87","1012.31","2023-02-22 00:42:36"
"762","BME280","Home","25.98","85.93","1011.94","2023-02-22 01:12:36"
"763","BME280","Home","25.68","87.31","1011.47","2023-02-22 01:42:36"
"764","BME280","Home","25.32","90.68","1011.09","2023-02-22 02:12:36"
"765","BME280","Home","24.77","100.00","1010.87","2023-02-22 02:42:36"
"766","BME280","Home","24.74","95.07","1010.69","2023-02-22 03:12:36"
"767","BME280","Home","24.85","94.79","1010.70","2023-02-22 03:42:36"
"768","BME280","Home","25.02","91.91","1010.76","2023-02-22 04:12:36"
"769","BME280","Home","24.88","92.07","1010.92","2023-02-22 04:42:36"
"770","BME280","Home","24.82","92.29","1010.99","2023-02-22 05:12:36"
"771","BME280","Home","24.63","93.00","1011.20","2023-02-22 05:42:36"
"772","BME280","Home","24.51","93.15","1011.55","2023-02-22 06:12:36"
"773","BME280","Home","24.48","90.97","1011.87","2023-02-22 06:42:36"
"774","BME280","Home","25.30","87.79","1012.15","2023-02-22 07:12:36"
"775","BME280","Home","25.90","85.56","1012.47","2023-02-22 07:42:36"
"776","BME280","Home","26.39","83.44","1012.90","2023-02-22 08:12:37"
"777","BME280","Home","27.61","78.11","1013.23","2023-02-22 08:42:37"
"778","BME280","Home","24.44","87.92","1011.43","2023-02-23 05:20:26"
"779","BME280","Home","24.43","88.81","1011.80","2023-02-23 05:50:26"
"780","BME280","Home","24.43","88.10","1012.09","2023-02-23 06:20:26"
"781","BME280","Home","24.52","86.93","1012.46","2023-02-23 06:50:26"
"782","BME280","Home","24.87","84.63","1012.66","2023-02-23 07:20:26"
"783","BME280","Home","25.30","82.76","1013.07","2023-02-23 07:50:26"
"784","BME280","Home","26.18","79.17","1013.27","2023-02-23 08:20:26"
"785","BME280","Home","27.27","75.19","1013.64","2023-02-23 08:50:27"
"786","BME280","Home","28.23","71.48","1013.71","2023-02-23 09:20:27"
"787","BME280","Home","29.24","67.16","1013.87","2023-02-23 09:50:27"
"788","BME280","Home","29.90","64.40","1013.82","2023-02-23 10:20:27"
"789","BME280","Home","30.94","60.73","1013.59","2023-02-23 10:50:27"
"790","BME280","Home","30.54","60.13","1013.12","2023-02-23 11:20:27"
"791","BME280","Home","30.74","59.49","1012.60","2023-02-23 11:50:27"
"792","BME280","Home","30.94","57.78","1012.05","2023-02-23 12:20:28"
"793","BME280","Home","30.53","58.64","1011.56","2023-02-23 12:50:29"
"794","BME280","Home","31.31","57.77","1011.20","2023-02-23 13:20:29"
"795","BME280","Home","30.96","58.03","1010.55","2023-02-23 13:50:29"
"796","BME280","Home","30.87","58.91","1010.17","2023-02-23 14:20:29"
"797","BME280","Home","30.36","63.26","1009.86","2023-02-23 14:50:29"
"798","BME280","Home","30.66","59.82","1009.64","2023-02-23 15:20:29"
"799","BME280","Home","30.14","62.35","1009.65","2023-02-23 15:50:30"
"800","BME280","Home","30.01","62.45","1009.60","2023-02-23 16:20:30"
"801","BME280","Home","29.58","65.67","1009.73","2023-02-23 16:50:30"
"802","BME280","Home","29.07","67.81","1009.94","2023-02-23 17:20:30"
"803","BME280","Home","28.44","72.16","1010.27","2023-02-23 17:50:31"
"804","BME280","Home","27.88","74.68","1010.56","2023-02-23 18:20:31"
"805","BME280","Home","27.93","74.68","1010.71","2023-02-23 18:50:31"
"806","BME280","Home","27.69","75.39","1010.96","2023-02-23 19:20:31"
"807","BME280","Home","27.65","76.50","1011.41","2023-02-23 19:50:31"
"808","BME280","Home","27.64","76.37","1011.78","2023-02-23 20:20:31"
"809","BME280","Home","27.59","76.70","1012.17","2023-02-23 20:50:31"
"810","BME280","Home","27.54","76.97","1012.45","2023-02-23 21:20:31"
"811","BME280","Home","27.11","78.17","1012.57","2023-02-23 21:50:31"
"812","BME280","Home","26.81","80.56","1012.47","2023-02-23 22:20:32"
"813","BME280","Home","26.67","79.87","1012.47","2023-02-23 22:50:32"
"814","BME280","Home","26.39","81.93","1012.36","2023-02-23 23:20:32"
"815","BME280","Home","26.22","82.00","1012.04","2023-02-23 23:50:32"
"816","BME280","Home","26.01","83.46","1011.70","2023-02-24 00:20:32"
"817","BME280","Home","25.96","83.43","1011.35","2023-02-24 00:50:32"
"818","BME280","Home","25.76","85.66","1011.16","2023-02-24 01:20:32"
"819","BME280","Home","25.38","89.95","1011.01","2023-02-24 01:50:32"
"820","BME280","Home","24.99","96.01","1010.79","2023-02-24 02:20:32"
"821","BME280","Home","181.29","100.00","-176.12","2023-02-24 02:50:37"
"822","BME280","Home","181.29","100.00","-176.12","2023-02-24 03:20:42"
"823","BME280","Home","181.29","100.00","-176.12","2023-02-24 03:50:47"
"824","BME280","Home","181.29","100.00","-176.12","2023-02-24 04:20:52"
"825","BME280","Home","181.29","100.00","-176.12","2023-02-24 04:50:57"
"826","BME280","Home","181.29","100.00","-176.12","2023-02-24 05:21:02"
"827","BME280","Home","181.29","100.00","-176.12","2023-02-24 05:51:07"
"828","BME280","Home","24.54","97.87","1012.12","2023-02-24 06:21:08"
"829","BME280","Home","24.97","95.22","1012.63","2023-02-24 06:51:08"
"830","BME280","Home","25.63","92.03","1013.05","2023-02-24 07:21:08"
"831","BME280","Home","26.18","88.73","1013.60","2023-02-24 07:51:08"
"832","BME280","Home","27.15","84.71","1014.07","2023-02-24 08:21:08"
"833","BME280","Home","28.11","79.74","1014.39","2023-02-24 08:51:08"
"834","BME280","Home","28.86","70.52","1014.67","2023-02-24 09:21:08"
"835","BME280","Home","29.50","66.34","1014.83","2023-02-24 09:51:08"
"836","BME280","Home","29.09","66.17","1014.77","2023-02-24 10:21:08"
"837","BME280","Home","30.16","62.50","1014.58","2023-02-24 10:51:08"
"838","BME280","Home","30.54","60.36","1014.28","2023-02-24 11:21:08"
"839","BME280","Home","30.47","62.14","1013.73","2023-02-24 11:51:09"
"840","BME280","Home","30.51","59.28","1013.16","2023-02-24 12:21:09"
"841","BME280","Home","30.79","61.44","1012.54","2023-02-24 12:51:09"
"842","BME280","Home","31.01","61.64","1011.97","2023-02-24 13:21:09"
"843","BME280","Home","30.35","63.81","1011.64","2023-02-24 13:51:09"
"844","BME280","Home","30.31","63.50","1011.11","2023-02-24 14:21:09"
"845","BME280","Home","30.39","63.89","1010.72","2023-02-24 14:51:09"
"846","BME280","Home","29.98","65.52","1010.50","2023-02-24 15:21:13"
"847","BME280","Home","29.83","65.88","1010.40","2023-02-24 15:51:14"
"848","BME280","Home","29.67","66.28","1010.51","2023-02-24 16:21:14"
"849","BME280","Home","29.35","67.47","1010.76","2023-02-24 16:51:14"
"850","BME280","Home","28.84","69.37","1010.94","2023-02-24 17:21:14"
"851","BME280","Home","28.31","67.79","1011.34","2023-02-24 17:51:14"
"852","BME280","Home","27.82","72.34","1011.74","2023-02-24 18:21:14"
"853","BME280","Home","27.46","73.44","1012.04","2023-02-24 18:51:14"
"854","BME280","Home","27.24","73.26","1012.49","2023-02-24 19:21:14"
"855","BME280","Home","27.06","74.97","1012.88","2023-02-24 19:51:14"
"856","BME280","Home","26.73","75.32","1013.41","2023-02-24 20:21:15"
"857","BME280","Home","26.66","75.20","1013.69","2023-02-24 20:51:15"
"858","BME280","Home","26.46","76.75","1013.92","2023-02-24 21:21:15"
"859","BME280","Home","26.30","78.55","1014.19","2023-02-24 21:51:15"
"860","BME280","Home","181.29","77.66","1014.39","2023-02-24 22:21:16"
"861","BME280","Home","25.80","79.54","1014.40","2023-02-24 22:51:16"
"862","BME280","Home","25.60","80.53","1014.34","2023-02-24 23:21:16"
"863","BME280","Home","25.43","81.88","1014.16","2023-02-24 23:51:16"
"864","BME280","Home","25.37","82.54","1013.88","2023-02-25 00:21:16"
"865","BME280","Home","25.20","83.64","1013.77","2023-02-25 00:51:16"
"866","BME280","Home","25.07","84.60","1013.61","2023-02-25 01:21:16"
"867","BME280","Home","24.96","85.76","1013.35","2023-02-25 01:51:16"
"868","BME280","Home","24.83","86.17","1013.18","2023-02-25 02:21:16"
"869","BME280","Home","181.29","90.84","1013.09","2023-02-25 02:51:17"
"870","BME280","Home","24.43","88.45","1012.92","2023-02-25 03:21:17"
"871","BME280","Home","24.38","89.34","1012.76","2023-02-25 03:51:17"
"872","BME280","Home","24.67","89.78","1012.81","2023-02-25 04:21:17"
"873","BME280","Home","24.54","90.50","1012.90","2023-02-25 04:51:17"
"874","BME280","Home","24.40","89.56","1013.16","2023-02-25 05:21:17"
"875","BME280","Home","23.90","92.88","1013.52","2023-02-25 05:51:18"
"876","BME280","Home","24.26","90.48","1014.00","2023-02-25 06:21:18"
"877","BME280","Home","24.52","90.56","1014.39","2023-02-25 06:51:18"
"878","BME280","Home","25.16","87.73","1014.84","2023-02-25 07:21:18"
"879","BME280","Home","25.87","83.60","1015.01","2023-02-25 07:51:18"
"880","BME280","Home","181.29","80.25","1015.30","2023-02-25 08:21:18"
"881","BME280","Home","181.29","84.64","1015.43","2023-02-25 08:51:18"
"882","BME280","Home","28.18","71.05","1015.65","2023-02-25 09:21:19"
"883","BME280","Home","28.93","67.77","1015.75","2023-02-25 09:51:19"
"884","BME280","Home","29.59","64.97","1015.48","2023-02-25 10:21:19"
"885","BME280","Home","181.29","100.00","-176.12","2023-02-25 10:51:19"
"886","BME280","Home","181.29","63.09","1014.80","2023-02-25 11:21:19"
"887","BME280","Home","181.29","62.87","1014.39","2023-02-25 11:51:19"
